IDCliente,Cancelacion,Genero,MayorDeEdad,Pareja,Dependientes,MesesContratado,ServicioTelefonico,MultiplesLineas,ServicioInternet,SeguridadEnLinea,CopiaSeguridadEnLinea,ProteccionDispositivo,SoporteTecnico,TransmisionTelevision,TransmisionPeliculas,TipoContrato,FacturacionElectronica,MetodosPago,CargoMensual,CargoTotal,CostoDiario
6008-NAIXK,False,Hombre,1,False,False,54,False,False,DSL,False,True,True,False,True,True,Un año,True,Cheque E.,55.45,2966.95,1.8483333333333334
6010-DDPPW,False,Hombre,0,True,False,70,True,True,No,False,False,False,False,False,False,Dos años,False,Transferencia,25.15,1940.85,0.8383333333333333
6013-BHCAW,False,Hombre,0,True,True,61,True,True,DSL,False,False,True,True,True,True,Dos años,True,Transferencia,81.0,4976.15,2.7
6015-VVHHE,True,Mujer,1,False,False,5,True,True,Fiber optic,False,False,False,False,True,False,Mes a mes,True,Tarjeta C.,83.15,446.05,2.771666666666667
6016-LVTJQ,False,Mujer,0,True,True,34,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,20.65,716.4,0.6883333333333332
6016-NXBNJ,False,Hombre,0,False,False,35,True,False,No,False,False,False,False,False,False,Un año,True,Cheque C.,19.15,638.0,0.6383333333333333
6017-PPLPX,True,Hombre,0,True,True,20,True,False,Fiber optic,False,False,False,False,False,False,Mes a mes,True,Cheque E.,70.45,1470.95,2.3483333333333336
6022-KOUQO,False,Mujer,0,True,True,2,False,False,DSL,False,False,False,True,False,False,Mes a mes,False,Transferencia,29.05,44.75,0.9683333333333334
6022-UGGSO,True,Mujer,1,False,False,32,True,False,Fiber optic,False,True,False,False,False,False,Mes a mes,True,Cheque E.,74.4,2276.95,2.48
6023-GSSXW,False,Mujer,0,True,False,69,True,False,DSL,False,True,False,False,False,True,Dos años,True,Tarjeta C.,61.45,4131.2,2.0483333333333333
6023-YEBUP,True,Hombre,0,False,False,3,True,True,Fiber optic,False,False,True,False,True,True,Mes a mes,True,Cheque E.,100.95,329.95,3.365
6024-RUGGH,False,Hombre,0,True,True,72,True,True,No,False,False,False,False,False,False,Dos años,True,Transferencia,25.2,1798.9,0.84
6029-CSMJE,False,Hombre,0,False,False,17,False,False,DSL,False,False,False,False,False,False,Mes a mes,True,Cheque C.,25.65,440.2,0.855
6029-WTIPC,True,Hombre,1,False,False,37,True,True,Fiber optic,False,False,True,False,True,True,Mes a mes,True,Cheque E.,101.1,3744.05,3.3699999999999997
6030-REHUX,False,Mujer,1,True,False,28,True,True,Fiber optic,False,True,True,True,True,True,Mes a mes,True,Cheque E.,110.85,3204.4,3.695
6032-IGALN,True,Mujer,0,False,False,1,False,False,DSL,False,False,False,False,False,False,Mes a mes,True,Cheque C.,25.1,25.1,0.8366666666666667
6032-KRXXO,True,Hombre,0,False,False,30,True,False,Fiber optic,False,False,False,False,True,True,Mes a mes,True,Cheque E.,90.25,2755.35,3.0083333333333333
6034-YMTOB,False,Mujer,0,False,False,5,True,False,Fiber optic,False,False,False,True,False,False,Mes a mes,True,Cheque C.,75.65,399.45,2.521666666666667
6034-ZRYCV,True,Mujer,0,True,False,72,False,False,DSL,False,True,True,False,True,True,Dos años,True,Cheque E.,54.2,3937.45,1.8066666666666669
6035-BXTTY,False,Mujer,1,False,False,32,True,False,DSL,False,True,False,True,False,False,Mes a mes,False,Transferencia,54.65,1830.1,1.8216666666666665
6035-RIIOM,False,Mujer,0,False,False,54,True,True,Fiber optic,False,True,False,False,True,True,Dos años,True,Transferencia,97.2,5129.45,3.24
6036-TTFYU,False,Mujer,0,True,False,16,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,19.6,314.45,0.6533333333333334
6038-GCYEC,True,Mujer,0,False,False,24,False,False,DSL,False,True,True,False,True,True,Mes a mes,True,Tarjeta C.,54.15,1240.25,1.805
6040-CGACY,False,Mujer,0,False,False,15,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,19.6,299.4,0.6533333333333334
6047-SUHPR,False,Hombre,0,True,True,39,True,False,DSL,True,True,True,False,False,False,Un año,False,Cheque E.,59.8,2343.85,1.9933333333333332
6047-YHPVI,True,Hombre,0,False,False,5,True,False,Fiber optic,False,False,False,False,False,False,Mes a mes,True,Cheque E.,69.7,316.9,2.3233333333333333
6048-NJXHX,False,Hombre,0,True,False,41,True,False,No,False,False,False,False,False,False,Dos años,True,Cheque E.,19.75,899.45,0.6583333333333333
6048-QBXKL,False,Mujer,1,False,False,2,True,True,DSL,False,True,False,False,False,False,Mes a mes,True,Tarjeta C.,56.55,118.25,1.885
6048-UWKAL,False,Mujer,1,True,False,69,True,True,Fiber optic,False,True,False,True,True,True,Dos años,False,Tarjeta C.,105.4,6998.95,3.5133333333333336
6050-FFXES,False,Mujer,0,True,False,69,True,True,Fiber optic,False,False,True,True,True,True,Dos años,False,Transferencia,105.35,7240.65,3.5116666666666663
6050-IJRHS,False,Mujer,0,True,True,70,True,True,Fiber optic,False,True,True,False,True,True,Un año,True,Cheque E.,106.5,7397.0,3.55
6051-PTVNS,False,Mujer,0,True,True,55,True,False,No,False,False,False,False,False,False,Un año,False,Tarjeta C.,19.15,998.1,0.6383333333333333
6060-DRTNL,True,Mujer,1,False,False,5,True,False,Fiber optic,False,False,True,False,True,False,Mes a mes,True,Cheque C.,84.85,415.55,2.828333333333333
6060-QBMGV,False,Hombre,0,True,False,70,True,False,No,False,False,False,False,False,False,Dos años,False,Tarjeta C.,19.85,1433.8,0.6616666666666667
6061-GWWAV,False,Hombre,0,False,True,41,True,False,DSL,True,True,True,False,True,False,Un año,False,Cheque C.,70.2,2894.55,2.3400000000000003
6061-PQHMK,False,Mujer,0,False,False,25,True,False,No,False,False,False,False,False,False,Un año,False,Tarjeta C.,19.9,527.5,0.6633333333333333
6064-PUPMC,False,Hombre,0,True,True,23,True,False,DSL,True,False,False,True,False,False,Un año,False,Tarjeta C.,57.2,1423.35,1.9066666666666667
6064-ZATLR,False,Mujer,0,False,False,27,True,False,DSL,True,True,False,False,False,False,Dos años,False,Transferencia,52.85,1498.65,1.7616666666666667
6067-NGCEU,False,Mujer,0,False,False,65,True,True,Fiber optic,True,True,True,False,True,True,Mes a mes,True,Tarjeta C.,111.05,7107.0,3.7016666666666667
6072-NUQCB,False,Hombre,0,True,True,22,True,False,No,False,False,False,False,False,False,Un año,False,Transferencia,20.25,488.25,0.675
6075-QMNRR,False,Mujer,0,False,False,52,True,False,DSL,True,False,False,False,False,False,Mes a mes,True,Transferencia,49.75,2535.55,1.6583333333333334
6075-SLNIL,False,Hombre,0,False,False,38,True,True,Fiber optic,False,True,True,False,False,True,Mes a mes,True,Tarjeta C.,95.1,3691.2,3.17
6077-BDPXA,False,Mujer,0,False,False,3,True,False,Fiber optic,False,False,False,False,False,False,Mes a mes,True,Cheque E.,70.15,194.2,2.3383333333333334
6078-VESFR,False,Hombre,1,True,False,13,True,False,Fiber optic,False,False,False,False,False,False,Mes a mes,False,Transferencia,70.45,849.1,2.3483333333333336
6080-LNESI,False,Hombre,0,False,False,51,True,True,No,False,False,False,False,False,False,Dos años,False,Cheque C.,24.75,1234.6,0.825
6080-TCMYC,False,Hombre,0,True,True,40,True,True,Fiber optic,False,False,True,False,False,False,Mes a mes,True,Cheque E.,81.2,3292.3,2.7066666666666666
6082-GLJIX,False,Hombre,0,False,False,18,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,19.25,331.35,0.6416666666666667
6082-OQFBA,False,Hombre,0,True,True,23,True,False,No,False,False,False,False,False,False,Un año,False,Cheque C.,19.65,436.9,0.6549999999999999
6086-ESGRL,True,Mujer,0,False,False,1,True,False,Fiber optic,False,False,False,False,False,True,Mes a mes,False,Tarjeta C.,80.15,80.15,2.671666666666667
6087-MVHJH,True,Mujer,0,False,False,16,True,True,Fiber optic,False,False,True,False,False,True,Mes a mes,True,Cheque E.,88.45,1422.1,2.9483333333333333
6087-YPWHO,False,Hombre,0,True,False,72,True,True,DSL,True,True,True,True,False,False,Dos años,False,Cheque C.,68.15,4808.7,2.271666666666667
6088-BXMRG,False,Mujer,0,True,True,32,True,True,Fiber optic,False,True,False,False,True,True,Mes a mes,True,Cheque E.,98.85,3089.6,3.295
6092-QZVPP,False,Hombre,0,False,False,36,True,False,DSL,True,False,True,True,True,True,Mes a mes,True,Tarjeta C.,79.2,2854.95,2.64
6094-ZIVKX,False,Mujer,0,False,False,68,True,False,DSL,True,False,True,False,False,False,Un año,True,Tarjeta C.,54.45,3674.95,1.8150000000000002
6096-EGVTU,False,Mujer,0,True,True,64,True,True,No,False,False,False,False,False,False,Un año,False,Cheque C.,24.9,1595.5,0.83
6097-EQISJ,True,Mujer,0,True,True,66,True,True,Fiber optic,False,True,True,False,True,True,Un año,True,Tarjeta C.,102.45,6615.15,3.415
6100-FJZDG,False,Hombre,0,True,True,26,True,False,No,False,False,False,False,False,False,Un año,True,Transferencia,20.05,505.9,0.6683333333333333
6100-QQHEB,True,Hombre,0,True,True,17,True,True,Fiber optic,False,False,False,False,True,True,Mes a mes,True,Cheque E.,92.55,1515.1,3.085
6101-IMRMM,True,Hombre,0,False,True,6,True,False,Fiber optic,False,False,True,False,True,True,Mes a mes,False,Cheque C.,94.5,575.45,3.15
6103-BOCOU,False,Mujer,0,False,False,26,True,True,Fiber optic,False,False,True,False,False,False,Mes a mes,True,Cheque E.,80.7,2193.0,2.69
6103-LIANB,False,Hombre,0,True,True,59,True,True,Fiber optic,False,False,True,False,True,True,Dos años,True,Tarjeta C.,99.5,5861.75,3.316666666666667
6103-QCKFX,False,Mujer,0,True,True,44,True,False,DSL,True,False,False,True,False,False,Mes a mes,False,Transferencia,56.25,2419.55,1.875
6108-OQZDQ,True,Mujer,0,True,True,4,True,True,Fiber optic,False,True,False,False,True,True,Mes a mes,True,Cheque E.,97.95,384.5,3.265
6110-OHIHY,True,Hombre,0,False,False,3,True,False,Fiber optic,False,False,False,False,True,False,Mes a mes,False,Cheque E.,79.25,267.6,2.6416666666666666
6112-KTHFQ,False,Mujer,0,False,False,13,True,False,No,False,False,False,False,False,False,Mes a mes,True,Cheque C.,19.3,279.3,0.6433333333333333
6114-TCFID,False,Mujer,0,False,False,29,False,False,DSL,True,True,False,True,False,False,Un año,False,Tarjeta C.,39.5,1082.75,1.3166666666666667
6115-ZTBFQ,False,Mujer,0,True,False,72,False,False,DSL,True,True,True,True,True,True,Dos años,False,Transferencia,65.5,4919.7,2.183333333333333
6116-RFVHN,False,Mujer,0,True,False,34,True,True,Fiber optic,False,False,True,False,True,True,Mes a mes,True,Cheque E.,100.45,3414.65,3.3483333333333336
6119-SPUDB,False,Hombre,0,False,False,46,False,False,DSL,True,False,True,True,False,False,Dos años,False,Cheque C.,38.25,1755.35,1.275
6120-RJKLU,False,Mujer,1,True,False,62,True,False,DSL,True,False,True,True,True,True,Dos años,True,Tarjeta C.,79.95,4819.75,2.665
6121-TNHBO,False,Mujer,1,False,False,63,True,True,DSL,True,True,True,True,True,False,Un año,False,Transferencia,83.0,5243.05,2.7666666666666666
6121-VZNQB,True,Mujer,0,False,False,1,True,False,No,False,False,False,False,False,False,Mes a mes,True,Cheque C.,19.1,19.1,0.6366666666666667
6122-EFVKN,False,Hombre,0,False,True,24,False,False,DSL,True,False,False,True,False,False,Dos años,False,Cheque C.,35.75,830.8,1.1916666666666667
6122-LJADA,False,Hombre,0,True,True,70,True,True,DSL,True,True,True,True,True,True,Dos años,True,Tarjeta C.,90.15,6237.05,3.0050000000000003
6124-ACRHJ,False,Mujer,0,False,False,1,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,19.75,19.75,0.6583333333333333
6127-ISGTU,True,Mujer,0,True,False,16,True,True,Fiber optic,False,False,False,False,True,False,Mes a mes,True,Cheque E.,84.95,1378.25,2.8316666666666666
6127-IYJOZ,False,Hombre,1,False,False,1,True,False,DSL,False,False,False,False,False,False,Mes a mes,True,Cheque C.,45.85,45.85,1.5283333333333333
6128-AQBMT,False,Hombre,1,True,False,41,False,False,DSL,False,True,True,False,True,True,Mes a mes,True,Cheque E.,53.95,2215.4,1.7983333333333333
6128-CZOMY,True,Mujer,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Mes a mes,True,Cheque E.,45.65,45.65,1.5216666666666667
6128-DAFVY,False,Mujer,0,False,False,56,False,False,DSL,False,False,False,False,True,True,Mes a mes,True,Tarjeta C.,44.85,2564.95,1.495
6131-FOYAS,False,Hombre,0,False,False,35,True,True,DSL,True,False,True,False,False,False,Mes a mes,True,Cheque E.,59.6,2094.9,1.9866666666666668
6131-IUNXN,False,Mujer,0,True,True,19,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,20.2,382.2,0.6733333333333333
6131-JLWZM,False,Mujer,0,False,False,13,True,False,No,False,False,False,False,False,False,Mes a mes,True,Cheque C.,20.3,275.4,0.6766666666666666
6133-OZILE,False,Mujer,0,False,False,18,False,False,DSL,False,False,True,True,False,False,Mes a mes,True,Cheque E.,35.2,607.3,1.1733333333333333
6134-KWTBV,False,Hombre,0,False,False,62,True,True,No,False,False,False,False,False,False,Dos años,False,Transferencia,23.4,1429.65,0.7799999999999999
6135-OZQVA,False,Mujer,0,False,False,7,True,True,DSL,True,False,False,False,False,False,Mes a mes,True,Cheque E.,53.65,404.35,1.7883333333333333
6137-MFAJN,False,Mujer,0,False,False,48,False,False,DSL,True,True,False,False,True,False,Mes a mes,True,Cheque E.,44.8,2104.55,1.4933333333333332
6137-NICCO,False,Mujer,0,True,True,6,True,True,Fiber optic,False,True,True,False,True,False,Mes a mes,True,Cheque C.,94.05,518.75,3.135
6139-ZZRBQ,False,Hombre,1,False,False,64,True,False,No,False,False,False,False,False,False,Dos años,True,Transferencia,20.05,1198.05,0.6683333333333333
6140-QNRQQ,True,Hombre,0,False,False,1,True,False,Fiber optic,False,False,False,False,False,False,Mes a mes,True,Cheque C.,71.55,71.55,2.385
6141-OOXUQ,True,Hombre,0,False,False,1,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,19.65,19.65,0.6549999999999999
6142-VSJQO,True,Mujer,0,True,True,1,True,False,DSL,False,False,False,False,False,False,Mes a mes,True,Transferencia,44.35,44.35,1.4783333333333333
6143-JQKEA,False,Hombre,0,False,False,10,True,False,DSL,False,False,False,False,False,False,Mes a mes,True,Tarjeta C.,45.8,436.2,1.5266666666666666
6145-NNPNO,False,Mujer,0,False,False,1,True,False,DSL,False,False,False,False,False,False,Mes a mes,False,Transferencia,44.15,44.15,1.4716666666666667
6147-CBCRA,False,Mujer,0,True,False,33,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,20.05,669.45,0.6683333333333333
6152-ONASV,False,Mujer,0,True,False,68,True,True,DSL,True,False,False,True,False,False,Un año,False,Transferencia,58.25,3975.7,1.9416666666666667
6156-UZDLF,False,Mujer,0,False,False,26,True,False,Fiber optic,True,False,True,True,False,False,Un año,True,Tarjeta C.,87.15,2274.1,2.9050000000000002
6158-DWPZT,True,Hombre,0,True,False,9,False,False,DSL,False,False,False,False,False,False,Un año,False,Transferencia,24.1,259.8,0.8033333333333333
6158-HDPXZ,False,Hombre,0,False,False,1,False,False,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque C.,25.35,25.35,0.8450000000000001
6161-ERDGD,False,Hombre,0,True,True,71,True,True,DSL,True,False,True,True,True,True,Un año,False,Cheque E.,85.45,6300.85,2.8483333333333336
6161-UUUTA,True,Hombre,1,False,False,3,True,False,Fiber optic,False,False,False,False,True,False,Mes a mes,True,Cheque E.,79.9,260.9,2.6633333333333336
6164-HAQTX,False,Hombre,0,False,False,71,False,False,DSL,True,True,True,True,True,False,Dos años,False,Transferencia,53.95,3888.65,1.7983333333333333
6164-HXUGH,False,Mujer,0,True,True,6,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,19.85,119.3,0.6616666666666667
6166-ILMNY,True,Mujer,0,False,False,2,True,False,Fiber optic,False,False,False,False,False,False,Mes a mes,False,Transferencia,69.75,144.55,2.325
6166-YIPFO,False,Hombre,0,True,False,72,False,False,DSL,True,True,True,True,True,True,Dos años,True,Cheque E.,64.7,4746.05,2.1566666666666667
6168-WFVVF,True,Mujer,1,False,False,3,True,False,Fiber optic,False,False,False,False,False,False,Mes a mes,True,Cheque E.,70.3,235.5,2.3433333333333333
6168-YBYNP,False,Hombre,0,False,False,59,True,True,Fiber optic,False,True,True,True,True,True,Mes a mes,True,Cheque E.,111.35,6519.75,3.7116666666666664
6169-PGNCD,False,Mujer,0,False,False,57,True,False,DSL,True,True,True,True,True,False,Dos años,True,Tarjeta C.,74.3,4166.35,2.4766666666666666
6169-PPETC,False,Hombre,0,True,True,35,True,False,No,False,False,False,False,False,False,Dos años,False,Transferencia,20.5,759.35,0.6833333333333333
6171-ZTVYB,False,Hombre,0,True,False,43,True,True,DSL,True,True,False,True,False,False,Mes a mes,False,Transferencia,66.25,2907.35,2.2083333333333335
6172-FECYY,True,Hombre,0,True,True,49,True,True,Fiber optic,False,False,False,False,True,False,Mes a mes,False,Cheque E.,84.5,4254.85,2.816666666666667
6173-GOLSU,False,Hombre,1,True,False,67,True,True,Fiber optic,False,False,False,False,True,True,Mes a mes,True,Tarjeta C.,94.65,6079.0,3.1550000000000002
6173-ITPWD,True,Hombre,0,True,False,47,True,True,Fiber optic,False,True,True,False,False,False,Mes a mes,True,Transferencia,83.35,4065.0,2.7783333333333333
6174-NRBTZ,False,Hombre,0,False,False,46,False,False,DSL,True,False,False,False,False,False,Un año,True,Transferencia,30.75,1489.3,1.025
6175-IRFIT,False,Hombre,0,False,False,5,True,False,Fiber optic,False,False,False,False,False,True,Mes a mes,False,Cheque C.,78.75,426.35,2.625
6176-YJWAS,False,Hombre,0,True,False,72,True,True,Fiber optic,True,True,True,False,True,False,Dos años,True,Tarjeta C.,97.95,7114.25,3.265
6177-PEVRA,False,Mujer,0,False,False,48,True,False,DSL,True,True,False,False,False,False,Dos años,False,Tarjeta C.,55.5,2627.35,1.85
6178-KFNHS,True,Mujer,0,False,True,12,True,True,Fiber optic,True,False,False,False,False,False,Mes a mes,True,Cheque E.,78.3,909.25,2.61
6179-GJPSO,True,Mujer,1,False,False,43,True,False,Fiber optic,True,True,False,True,True,True,Mes a mes,True,Tarjeta C.,108.15,4600.7,3.605
6180-YBIQI,False,Hombre,0,False,False,5,False,False,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque C.,24.3,100.2,0.81
6181-AXXYF,False,Hombre,0,True,True,72,True,True,No,False,False,False,False,False,False,Dos años,False,Tarjeta C.,24.75,1859.1,0.825
6184-DYUOB,False,Mujer,0,True,False,3,True,False,No,False,False,False,False,False,False,Mes a mes,True,Cheque C.,19.6,55.25,0.6533333333333334
6185-TASNN,False,Hombre,1,False,False,1,True,False,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque E.,46.3,46.3,1.5433333333333332
6188-UXBBR,False,Mujer,0,True,False,38,True,False,No,False,False,False,False,False,False,Un año,True,Tarjeta C.,20.25,814.75,0.675
6194-HBGQN,False,Hombre,0,False,False,51,True,True,DSL,True,True,True,True,True,False,Un año,True,Tarjeta C.,81.15,4126.2,2.705
6195-MELTI,False,Hombre,0,False,False,57,True,False,DSL,False,True,False,True,False,False,Un año,True,Cheque C.,54.65,3134.7,1.8216666666666665
6196-HBOBZ,False,Hombre,0,True,False,65,True,True,Fiber optic,True,True,True,False,True,False,Dos años,True,Cheque E.,99.35,6347.55,3.3116666666666665
6198-PNNSZ,False,Mujer,0,True,False,56,True,True,Fiber optic,True,True,True,False,True,True,Un año,False,Transferencia,109.8,6109.65,3.6599999999999997
6198-RTPMF,False,Mujer,0,True,False,17,True,True,Fiber optic,False,False,False,False,True,True,Mes a mes,False,Cheque E.,92.6,1579.7,3.0866666666666664
6198-ZFIOJ,False,Mujer,0,False,False,5,True,True,Fiber optic,False,False,False,False,False,False,Mes a mes,False,Cheque E.,75.6,402.5,2.52
6199-IPCAO,False,Mujer,0,True,True,29,True,True,No,False,False,False,False,False,False,Dos años,False,Cheque C.,26.1,692.55,0.87
6199-IWKGC,False,Mujer,1,True,False,46,True,True,Fiber optic,False,False,False,True,True,True,Un año,False,Cheque E.,100.25,4753.85,3.341666666666667
6202-DYYFX,False,Mujer,0,False,False,22,True,True,Fiber optic,False,False,False,False,False,False,Un año,True,Tarjeta C.,76.0,1783.6,2.533333333333333
6202-JVYEU,False,Hombre,0,False,False,9,True,False,No,False,False,False,False,False,False,Un año,True,Cheque E.,19.9,164.6,0.6633333333333333
6203-HBZPA,False,Hombre,0,False,False,52,False,False,DSL,True,True,True,True,True,True,Dos años,False,Tarjeta C.,63.9,3334.95,2.13
6204-IEUXJ,True,Mujer,0,False,False,3,True,False,Fiber optic,False,False,True,True,False,False,Mes a mes,False,Tarjeta C.,80.1,217.55,2.67
6207-WIOLX,True,Mujer,0,True,True,25,False,False,DSL,True,True,True,False,True,True,Mes a mes,True,Tarjeta C.,58.6,1502.65,1.9533333333333334
6210-KBBPI,True,Hombre,1,False,False,9,True,True,Fiber optic,False,True,False,False,True,True,Mes a mes,True,Tarjeta C.,99.45,919.4,3.315
6211-WHMYA,False,Mujer,1,False,False,64,False,False,DSL,False,True,False,True,True,False,Mes a mes,True,Cheque E.,43.85,2751.0,1.4616666666666667
6211-WWLTF,False,Hombre,0,True,False,63,True,False,Fiber optic,True,False,True,False,True,True,Dos años,False,Tarjeta C.,99.7,6330.4,3.3233333333333333
6212-ATMLK,False,Mujer,0,False,False,50,True,True,Fiber optic,False,False,False,False,True,True,Mes a mes,True,Cheque E.,95.7,4729.75,3.19
6214-EDAKZ,True,Mujer,0,True,True,22,True,False,DSL,False,True,False,True,False,False,Mes a mes,False,Cheque E.,55.15,1206.05,1.8383333333333334
6215-NQCPY,False,Hombre,0,False,False,15,True,True,Fiber optic,True,False,False,False,True,True,Mes a mes,True,Cheque E.,99.7,1566.75,3.3233333333333333
6217-KDYWC,False,Hombre,0,False,True,57,True,False,No,False,False,False,False,False,False,Dos años,True,Cheque C.,19.6,1170.55,0.6533333333333334
6217-TOWGS,False,Mujer,0,True,False,17,True,True,DSL,False,True,False,False,True,True,Mes a mes,True,Transferencia,75.4,1322.55,2.5133333333333336
6218-KNUBD,False,Hombre,0,False,False,6,True,False,DSL,False,True,False,False,True,False,Mes a mes,False,Cheque E.,59.45,357.6,1.9816666666666667
6221-AVQYL,True,Hombre,0,False,False,2,True,True,Fiber optic,False,False,False,False,False,False,Mes a mes,True,Tarjeta C.,73.25,131.05,2.441666666666667
6223-DHJGV,False,Mujer,0,False,False,42,True,False,No,False,False,False,False,False,False,Un año,True,Cheque C.,20.65,958.1,0.6883333333333332
6227-FBDXH,False,Hombre,0,True,False,69,True,True,Fiber optic,False,False,True,False,True,True,Un año,False,Transferencia,99.5,6841.45,3.316666666666667
6227-HWPWX,True,Mujer,0,False,True,15,True,False,Fiber optic,False,False,False,False,False,False,Mes a mes,False,Transferencia,69.0,994.8,2.3
6229-LSCKB,False,Hombre,1,False,False,6,True,False,Fiber optic,False,False,False,False,True,False,Mes a mes,True,Cheque E.,79.7,497.6,2.6566666666666667
6229-UOLQL,False,Hombre,0,True,True,56,False,False,DSL,True,True,False,True,True,False,Un año,True,Cheque C.,52.0,2884.9,1.7333333333333334
6230-BSUXY,True,Mujer,1,False,False,1,True,False,Fiber optic,False,False,True,False,False,True,Mes a mes,True,Cheque E.,85.0,85.0,2.8333333333333335
6231-WFGFH,False,Hombre,0,True,True,4,True,False,No,False,False,False,False,False,False,Mes a mes,True,Cheque C.,20.5,77.6,0.6833333333333333
6233-HXJMX,False,Mujer,0,False,False,45,True,True,Fiber optic,False,False,True,False,False,True,Mes a mes,True,Tarjeta C.,89.3,4192.15,2.9766666666666666
6234-PFPXL,False,Hombre,0,True,False,22,True,True,Fiber optic,True,False,False,True,True,False,Mes a mes,False,Tarjeta C.,95.9,2234.95,3.1966666666666668
6234-RAAPL,False,Mujer,0,True,True,72,True,True,Fiber optic,True,True,False,True,True,False,Dos años,False,Transferencia,99.9,7251.7,3.33
6235-VDHOM,True,Mujer,1,False,False,5,False,False,DSL,False,True,False,False,False,False,Mes a mes,False,Cheque E.,28.45,131.05,0.9483333333333334
6240-EURKS,True,Mujer,0,False,True,18,False,False,DSL,False,False,False,False,False,True,Mes a mes,True,Cheque E.,35.0,553.0,1.1666666666666667
6242-FEGFD,False,Hombre,0,True,False,66,True,True,Fiber optic,True,True,True,True,False,False,Dos años,False,Cheque C.,96.6,6424.25,3.2199999999999998
6242-MBHPK,False,Mujer,1,True,False,23,True,False,Fiber optic,True,False,False,False,True,True,Mes a mes,True,Cheque E.,95.1,2326.05,3.17
6242-SGYTS,False,Hombre,0,True,True,62,True,True,Fiber optic,True,True,False,False,True,False,Un año,True,Tarjeta C.,94.95,5791.85,3.165
6243-OZGFH,False,Mujer,0,False,False,23,False,False,DSL,False,False,False,False,True,True,Mes a mes,True,Cheque E.,44.95,996.85,1.4983333333333335
6244-BESBM,False,Hombre,0,True,True,69,True,False,Fiber optic,False,False,False,True,True,True,Dos años,True,Tarjeta C.,95.2,6671.7,3.1733333333333333
6248-BSHKG,False,Hombre,0,True,True,61,True,False,No,False,False,False,False,False,False,Un año,False,Cheque C.,20.4,1226.45,0.6799999999999999
6248-TKCQV,False,Mujer,0,True,True,70,True,True,DSL,True,False,False,True,True,True,Dos años,True,Transferencia,80.6,5460.2,2.6866666666666665
6250-CGGUN,False,Hombre,0,False,False,54,True,False,Fiber optic,True,False,True,True,False,False,Un año,False,Cheque E.,84.4,4484.05,2.8133333333333335
6252-DFGTK,False,Mujer,0,True,False,37,True,True,DSL,True,False,True,True,False,False,Un año,False,Tarjeta C.,68.1,2479.25,2.27
6253-GNHWH,False,Mujer,0,True,True,71,True,True,DSL,True,True,True,True,False,False,Dos años,False,Cheque C.,71.1,5224.95,2.3699999999999997
6253-WRFHY,False,Hombre,0,True,True,13,True,False,DSL,False,False,False,False,True,True,Un año,True,Cheque E.,64.75,877.35,2.158333333333333
6257-DTAYD,False,Hombre,0,True,False,71,True,True,Fiber optic,False,True,False,True,True,True,Dos años,True,Tarjeta C.,104.15,7365.3,3.4716666666666667
6257-RJOHI,False,Hombre,0,False,False,4,True,False,DSL,False,False,False,True,False,False,Mes a mes,True,Cheque C.,50.8,202.3,1.6933333333333331
6258-NGCNG,False,Hombre,0,False,False,7,True,True,No,False,False,False,False,False,False,Mes a mes,False,Cheque C.,23.5,173.0,0.7833333333333333
6258-PVZWJ,False,Hombre,0,True,False,68,True,True,DSL,True,True,True,True,True,True,Dos años,True,Tarjeta C.,90.8,6302.85,3.0266666666666664
6259-WJQLC,False,Hombre,1,False,False,32,True,True,Fiber optic,False,False,True,False,False,False,Mes a mes,True,Tarjeta C.,81.1,2619.25,2.703333333333333
6260-ONULR,False,Hombre,0,False,False,1,True,False,DSL,False,False,False,False,True,True,Mes a mes,True,Cheque C.,62.8,62.8,2.0933333333333333
6260-XLACS,False,Hombre,0,False,False,4,True,False,No,False,False,False,False,False,False,Un año,False,Cheque C.,19.7,117.8,0.6566666666666666
6261-LHRTG,False,Mujer,0,False,False,26,True,False,DSL,False,True,True,False,False,False,Mes a mes,True,Tarjeta C.,54.75,1406.9,1.825
6261-RCVNS,True,Mujer,0,False,False,42,True,False,DSL,True,True,True,True,False,True,Un año,False,Tarjeta C.,73.9,3160.55,2.4633333333333334
6265-FRMTQ,False,Hombre,0,False,False,31,True,False,No,False,False,False,False,False,False,Dos años,False,Transferencia,20.4,609.1,0.6799999999999999
6265-SXWBU,False,Hombre,0,True,True,69,True,True,Fiber optic,False,True,True,False,True,False,Un año,False,Tarjeta C.,95.75,6511.25,3.191666666666667
